ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma20,ma50,ma200,score,name
7061.T,JP,JPY,748.0,-0.13,-32.43,0.13,-30.8,-45.32,-50.0,1523.28,720.0,-50.9,35.2,0.44,756.75,814.68,1090.17,-25,7061.T
184A.T,JP,JPY,341.0,0.89,-19.95,-8.58,-20.14,-38.78,-15.8,863.0,338.0,-60.49,34.1,0.45,356.5,371.94,498.02,-25,184A.T
192A.T,JP,JPY,1612.0,-0.56,-20.0,-7.3,-18.71,-21.97,-36.92,2820.0,1612.0,-42.84,26.1,0.13,1684.15,1820.72,2040.04,-25,192A.T
7814.T,JP,JPY,593.0,-0.5,-22.72,-4.24,-21.5,-27.26,28.6,901.13,446.26,-34.19,23.3,0.45,626.8,631.85,709.92,-25,7814.T
3388.T,JP,JPY,2029.0,-1.07,-13.64,-10.77,-14.64,-6.84,34.75,2462.36,1407.78,-17.6,41.0,0.44,2078.15,2237.86,2155.42,-25,3388.T
7094.T,JP,JPY,1468.0,-2.13,-8.5,-5.29,-16.23,-30.84,22.79,2305.25,1195.57,-36.32,34.7,1.15,1532.9,1583.3,1781.58,-25,7094.T
7067.T,JP,JPY,929.0,1.64,-8.0,-6.07,-15.99,-4.25,4.15,1522.6,860.3,-38.99,31.3,1.19,974.5,986.13,1004.09,-25,7067.T
6191.T,JP,JPY,683.0,-0.58,-9.54,-2.71,-11.07,-25.27,-25.09,1031.49,680.0,-33.78,31.9,1.01,701.8,712.86,824.85,-25,6191.T
CPB,US,USD,20.6200008392334,-1.62,-23.12,0.17,-22.68,-31.39,-39.84,34.44,20.0,-40.12,34.1,1.17,21.06,22.9,27.77,-25,CPB
5930.T,JP,JPY,1829.0,-0.49,-9.06,-4.84,-10.63,-12.07,-5.3,2644.08,1829.0,-30.83,27.1,0.68,1895.1,1942.5,2125.99,-25,5930.T
7034.T,JP,JPY,406.0,-1.93,-28.52,-7.94,-31.53,-29.64,6.01,798.0,379.0,-49.12,34.2,1.23,424.35,451.4,572.36,-25,7034.T
7837.T,JP,JPY,322.0,-0.62,-9.8,-5.01,-15.26,-49.37,-7.2,710.0,321.0,-54.65,38.7,1.3,328.75,334.98,383.91,-25,7837.T
3968.T,JP,JPY,514.0,-0.39,-17.76,0.98,-17.63,-21.45,3.82,792.94,486.0,-35.18,33.8,0.48,527.15,515.6,595.21,-25,3968.T
6173.T,JP,JPY,124.0,7.83,-43.38,-12.68,-34.04,-60.13,-62.42,376.0,115.0,-67.02,47.1,4.83,133.65,149.26,241.19,-25,6173.T
6181.T,JP,JPY,95.0,0.0,-16.67,-8.65,-17.39,-17.39,-24.6,139.0,95.0,-31.65,30.4,0.56,102.4,105.92,118.11,-25,6181.T
6044.T,JP,JPY,1652.0,-1.08,-19.26,-2.02,-10.31,-22.62,57.09,2399.0,1051.64,-31.14,39.7,0.97,1720.85,1735.52,1816.87,-25,6044.T
3962.T,JP,JPY,898.0,-0.22,-7.95,-2.29,-16.02,-18.9,-30.69,1390.21,887.78,-35.41,21.4,1.38,934.6,936.09,1043.35,-25,3962.T
6069.T,JP,JPY,687.0,-2.55,-28.58,-5.89,-32.65,-15.2,-20.27,1031.54,687.0,-33.4,35.2,1.41,710.05,733.05,842.08,-25,6069.T
9250.T,JP,JPY,1015.0,0.5,5.73,0.0,-30.48,-11.2,-19.64,1605.0,911.0,-36.76,25.7,0.74,1070.1,1071.34,1161.79,-25,9250.T
7071.T,JP,JPY,393.0,0.26,-14.75,-6.21,-18.13,-23.98,-16.01,766.92,392.0,-48.76,28.2,0.92,419.65,455.86,510.84,-25,7071.T
9932.T,JP,JPY,1248.0,-0.24,-10.37,-1.65,-11.61,-31.55,6.2,1955.4,1175.1,-36.18,39.3,0.91,1285.65,1315.86,1542.44,-25,9932.T
3760.T,JP,JPY,607.0,0.0,-17.3,-6.62,-11.52,-27.48,-34.9,1089.0,607.0,-44.26,23.8,0.46,638.65,648.04,800.18,-25,3760.T
3667.T,JP,JPY,54.0,0.0,-8.47,-5.26,-16.92,-46.53,-39.33,136.0,52.0,-60.29,36.4,1.28,56.15,56.96,83.48,-25,3667.T
4386.T,JP,JPY,840.0,-1.75,-11.02,-11.02,-10.92,8.71,40.65,984.36,597.21,-14.67,31.0,0.98,878.0,921.28,844.07,-27,4386.T
GD,US,USD,313.2099914550781,-1.73,-7.99,-11.43,-13.44,-7.48,17.28,365.68,264.59,-14.35,16.0,0.96,337.29,345.86,335.13,-27,GD
4167.T,JP,JPY,303.0,0.0,3.06,-15.6,0.0,-9.55,-27.34,577.0,267.0,-47.49,41.7,0.14,317.05,299.82,341.61,-27,4167.T
3197.T,JP,JPY,2986.5,-1.63,-10.21,-14.72,-9.72,2.33,2.69,3728.14,2752.03,-19.89,16.7,1.52,3280.18,3403.35,3193.17,-27,3197.T
2305.T,JP,JPY,1782.0,-0.56,-9.45,-10.23,-9.36,-10.38,-13.44,2115.26,1782.0,-15.75,5.7,1.51,1936.7,1953.91,2000.02,-27,2305.T
6523.T,JP,JPY,1000.0,-0.89,-9.67,-10.15,-12.84,-3.06,6.94,1160.11,829.37,-13.8,14.4,0.7,1076.05,1047.36,1011.63,-27,6523.T
6231.T,JP,JPY,11800.0,-1.17,-3.59,-19.18,-8.67,7.04,26.14,16427.47,8179.16,-28.17,25.8,1.69,12708.0,14066.05,12260.56,-27,6231.T
7931.T,JP,JPY,2927.0,2.92,-11.68,-10.35,-12.19,-17.59,-14.17,3874.96,2844.0,-24.46,26.3,3.57,3175.3,3214.06,3382.73,-27,7931.T
8043.T,JP,JPY,1135.0,-0.53,-6.72,-10.63,-11.04,-0.13,-5.6,1329.97,1033.02,-14.66,10.4,1.18,1230.55,1255.69,1191.23,-27,8043.T
5019.T,JP,JPY,1336.0,-0.71,14.6,-12.99,4.7,32.91,55.51,1659.0,820.52,-19.47,9.4,0.93,1515.25,1461.51,1163.12,-28,5019.T
9475.T,JP,JPY,488.0,1.67,-0.81,-14.69,-1.01,16.47,21.7,582.0,395.0,-16.15,29.1,0.19,508.8,529.08,463.3,-28,9475.T
8835.T,JP,JPY,886.0,0.57,8.42,-16.57,1.14,19.4,39.93,1262.0,633.15,-29.79,26.7,0.05,995.4,921.22,801.33,-28,8835.T
4199.T,JP,JPY,842.0,-3.88,-52.16,-9.85,-45.43,8.09,-5.92,1760.0,715.0,-52.16,38.2,0.84,906.35,1051.74,1075.62,-28,4199.T
4584.T,JP,JPY,230.0,-3.77,8.49,-8.37,-23.84,-9.45,75.57,405.0,126.0,-43.21,33.9,1.26,248.2,256.92,251.29,-28,4584.T
AKAM,US,USD,95.25,-0.97,11.93,-18.76,-3.46,27.66,19.38,119.15,70.53,-20.06,31.1,0.68,103.49,104.81,87.82,-28,AKAM
3358.T,JP,JPY,102.0,0.0,8.51,-11.3,5.15,13.33,21.43,151.0,83.0,-32.45,43.8,0.29,104.45,108.08,98.1,-28,3358.T
3315.T,JP,JPY,106.0,0.95,-4.5,-17.19,-0.93,16.48,26.19,139.0,82.0,-23.74,33.3,0.16,109.9,116.94,104.14,-28,3315.T
8089.T,JP,JPY,1949.0,0.31,2.96,-10.88,-0.04,9.97,29.33,2314.44,1473.2,-15.79,13.1,0.17,2052.75,2138.06,1885.67,-28,8089.T
1332.T,JP,JPY,1229.0,-0.69,9.23,-10.06,1.23,17.8,46.42,1539.72,807.01,-20.18,23.3,1.03,1327.53,1385.06,1148.21,-28,1332.T
2469.T,JP,JPY,3200.0,-1.08,13.36,-17.21,1.99,20.55,42.67,4246.06,2028.27,-24.64,24.5,1.01,3585.25,3764.58,2942.03,-28,2469.T
1514.T,JP,JPY,791.0,-2.1,46.46,-20.02,24.54,41.08,10.85,1337.94,499.89,-40.88,31.1,0.38,892.2,923.56,676.62,-28,1514.T
9767.T,JP,JPY,1644.0,-2.95,14.16,-16.72,1.58,10.16,19.21,2097.0,1349.49,-21.6,13.8,0.18,1844.2,1776.55,1549.82,-28,9767.T
9973.T,JP,JPY,25.0,-3.85,-13.79,-3.85,-13.79,4.17,47.06,40.0,17.0,-37.5,33.3,0.54,26.25,26.3,27.62,-28,9973.T
6678.T,JP,JPY,2130.0,-0.28,-2.49,-10.2,-3.82,12.71,21.93,2630.59,1733.31,-19.03,35.0,1.43,2294.7,2365.5,2072.98,-28,6678.T
6269.T,JP,JPY,13150.0,-1.65,4.41,-12.25,-5.4,59.33,234.52,16130.0,3931.04,-18.47,26.5,0.49,14244.25,14110.0,11117.66,-28,6269.T
5535.T,JP,JPY,318.0,-3.64,-22.31,-5.5,-21.74,-31.53,-68.23,1323.4,315.0,-75.97,39.0,0.98,338.5,362.41,559.0,-28,5535.T
7774.T,JP,JPY,567.0,-2.74,-3.08,-18.18,-1.9,15.48,-10.14,796.0,449.0,-28.77,38.4,1.03,601.9,642.9,555.02,-28,7774.T
9701.T,JP,JPY,4280.0,0.0,1.45,-18.09,-6.46,8.19,13.01,5225.0,3782.42,-18.09,22.3,0.39,4583.75,4605.82,4164.78,-28,9701.T
3467.T,JP,JPY,2309.0,-0.17,-4.32,-13.26,-6.59,6.2,45.46,2771.48,1579.72,-16.69,16.0,0.75,2471.25,2591.65,2273.92,-28,3467.T
4625.T,JP,JPY,769.0,-1.03,7.5,-10.58,3.13,14.54,29.42,917.66,587.34,-16.2,23.9,0.51,811.45,827.45,714.73,-28,4625.T
9417.T,JP,JPY,306.0,-5.85,-23.88,-7.83,-21.94,-33.48,-18.37,483.0,306.0,-36.65,26.8,0.11,347.4,345.98,406.16,-28,9417.T
9531.T,JP,JPY,6454.0,-0.26,3.78,-16.26,-3.79,24.16,39.09,7810.33,4510.23,-17.37,22.2,1.0,7075.7,7355.34,6129.94,-28,9531.T
INSM,US,USD,135.1699981689453,-6.02,-23.68,-8.42,-15.37,-15.58,93.96,211.41,65.08,-36.06,17.1,1.12,151.83,148.95,154.44,-28,INSM
8132.T,JP,JPY,6880.0,1.47,8.05,-13.02,8.38,5.75,1.88,8200.0,5883.06,-16.1,15.5,1.4,7525.5,7184.5,6626.37,-28,8132.T
4829.T,JP,JPY,111.0,-0.89,0.91,-11.9,-9.76,0.0,7.36,137.0,103.39,-18.98,20.0,0.79,119.45,125.36,117.95,-30,4829.T
8131.T,JP,JPY,2030.0,-1.98,-5.55,-13.17,-6.65,-7.15,16.87,2479.0,1720.43,-18.11,2.0,0.96,2282.1,2245.09,2158.05,-30,8131.T
4923.T,JP,JPY,1139.0,1.7,6.83,-16.13,3.72,-3.91,-15.08,1385.31,1038.05,-17.78,33.3,0.68,1176.45,1229.57,1218.57,-30,4923.T
3097.T,JP,JPY,4215.0,-1.29,-2.43,-12.46,-3.1,6.78,13.88,5240.0,3408.79,-19.56,23.3,0.84,4563.0,4783.6,4330.62,-30,3097.T
3139.T,JP,JPY,3300.0,-0.45,-4.76,-10.2,-6.65,-2.99,-6.14,4173.81,3226.87,-20.94,13.5,0.91,3560.25,3641.4,3687.04,-30,3139.T
3395.T,JP,JPY,2633.0,-1.24,-1.94,-13.79,-6.86,-2.73,3.87,3143.24,2256.81,-16.23,14.8,0.99,2852.8,2976.49,2711.9,-30,3395.T
3196.T,JP,JPY,1636.0,-1.56,-17.33,-19.13,-15.71,-21.42,-24.93,2201.22,1636.0,-25.68,6.8,2.05,1854.6,1916.26,1997.76,-30,3196.T
9212.T,JP,JPY,367.0,-1.08,-2.65,-14.65,-7.32,-2.91,0.55,492.0,346.0,-25.41,29.4,0.49,395.95,396.2,399.13,-30,9212.T
6445.T,JP,JPY,1114.0,-0.62,-2.84,-12.63,-6.94,2.65,4.27,1442.4,1052.15,-22.77,12.3,0.93,1235.8,1305.88,1164.54,-30,6445.T
3646.T,JP,JPY,340.0,-1.16,9.32,-14.14,-0.29,4.62,-0.87,424.0,299.0,-19.81,31.1,0.62,352.75,380.88,353.05,-30,3646.T
7550.T,JP,JPY,8036.0,-1.83,-9.49,-15.99,-5.61,-18.65,-7.34,10410.61,7691.04,-22.81,23.1,0.88,8840.1,9295.94,9113.53,-30,7550.T
6699.T,JP,JPY,538.0,-2.89,-3.15,-11.0,-8.17,-1.06,-2.13,689.74,530.04,-22.0,37.4,1.23,570.35,602.01,576.43,-30,6699.T
1711.T,JP,JPY,265.0,-1.12,13.73,-13.96,1.92,-7.67,22.12,341.0,205.0,-22.29,32.5,0.99,279.35,285.1,273.21,-30,1711.T
7709.T,JP,JPY,102.0,7.37,-43.33,-36.65,-46.6,-45.74,-45.16,330.0,95.0,-69.09,41.8,0.82,121.15,150.64,182.03,-30,7709.T
3399.T,JP,JPY,3100.0,0.16,-0.09,-11.93,-3.34,8.37,44.37,4000.0,2147.2,-22.5,23.2,0.52,3391.25,3547.0,3216.2,-30,3399.T
NOW,US,USD,90.16999816894531,6.36,-38.85,-13.0,-33.86,-51.99,-52.3,208.94,83.0,-56.84,40.7,1.3,96.51,104.88,152.51,-30,NOW
TMUS,US,USD,189.8000030517578,-2.2,-4.44,-10.3,1.46,-12.88,-17.07,255.6,182.72,-25.74,38.9,1.23,198.22,208.27,215.91,-30,TMUS
3640.T,JP,JPY,2905.0,-2.88,1.13,-11.62,-5.67,3.92,94.15,3778.6,1496.27,-23.12,32.5,1.32,3089.8,3316.47,3002.83,-30,3640.T
9602.T,JP,JPY,1472.5,0.82,-6.98,-10.89,-8.49,-17.32,-6.87,2001.37,1442.0,-26.43,18.5,0.65,1590.2,1583.57,1720.21,-30,9602.T
3926.T,JP,JPY,312.0,-1.89,-0.95,-10.34,-7.14,-22.96,-48.0,607.0,282.0,-48.6,57.3,0.24,313.5,336.06,384.89,-30,3926.T
7731.T,JP,JPY,1674.5,-1.24,-3.19,-14.26,-13.47,-7.49,14.48,2018.5,1339.86,-17.04,21.0,2.84,1916.75,1926.59,1749.42,-30,7731.T
7878.T,JP,JPY,1054.0,5.61,10.65,-11.87,5.38,-1.32,10.53,1570.0,902.1,-32.87,30.6,2.91,1076.8,1215.82,1123.34,-30,7878.T
7695.T,JP,JPY,752.0,-0.27,-6.47,-11.43,-6.47,-7.99,-14.87,980.0,746.67,-23.27,26.1,1.18,770.05,801.3,806.92,-30,7695.T
7570.T,JP,JPY,1257.0,-0.71,-1.75,-11.29,-4.61,4.68,9.99,1487.75,1133.22,-15.51,32.0,0.87,1317.15,1359.18,1274.08,-30,7570.T
9869.T,JP,JPY,5890.0,0.51,-9.41,-11.43,-9.82,-1.64,19.67,6950.0,4829.21,-15.25,9.8,0.75,6600.0,6581.98,6106.91,-30,9869.T
3672.T,JP,JPY,38.0,-2.56,-29.63,-11.63,-28.3,-45.71,-32.14,106.0,38.0,-64.15,41.7,11.86,39.85,42.12,61.65,-30,3672.T
2983.T,JP,JPY,1436.0,-3.75,7.07,-12.17,-1.3,24.51,125.46,2277.0,636.92,-36.93,43.8,1.15,1541.2,1806.38,1352.7,-31,2983.T
3021.T,JP,JPY,1886.0,-4.99,2.17,-13.53,-7.55,36.47,52.47,2492.0,1228.0,-24.32,30.8,1.05,2133.3,2243.38,1686.41,-31,3021.T
4493.T,JP,JPY,1549.0,-2.02,-14.04,-11.33,-18.17,-23.52,-7.43,2084.24,1471.0,-25.68,31.4,1.56,1664.6,1671.14,1769.13,-32,4493.T
5161.T,JP,JPY,3190.0,-1.24,0.03,-16.58,-16.69,9.23,37.84,4439.36,2110.43,-28.14,21.1,0.86,3465.25,3792.34,3173.76,-33,5161.T
520A.T,JP,JPY,590.0,-3.12,-15.71,-20.05,0.0,0.0,-15.71,738.0,590.0,-20.05,18.5,0.6,660.5,0.0,0.0,-33,520A.T
5204.T,JP,JPY,2975.0,-6.3,-9.24,-12.63,-11.88,-0.79,19.57,3919.89,2357.81,-24.1,35.9,2.85,3295.25,3512.04,3089.99,-33,5204.T
3036.T,JP,JPY,2476.0,-0.4,-2.47,-10.94,-10.24,16.47,65.34,3250.89,1459.83,-23.84,35.5,1.06,2639.65,2812.19,2368.47,-33,3036.T
6289.T,JP,JPY,1800.0,-0.77,-7.68,-11.5,-13.14,12.67,29.47,2478.96,1326.44,-27.39,31.8,0.49,1915.35,2087.54,1754.16,-33,6289.T
7727.T,JP,JPY,675.0,-2.03,10.29,-11.76,-13.0,9.94,82.97,903.19,368.92,-25.27,31.3,0.91,733.75,776.19,633.01,-33,7727.T
4098.T,JP,JPY,1015.0,-0.49,27.49,-12.88,-28.31,29.09,31.92,1417.83,738.66,-28.41,34.2,0.44,1076.35,1097.1,908.32,-33,4098.T
9716.T,JP,JPY,1152.0,-0.09,-9.9,-13.12,-15.06,13.33,41.26,1466.0,809.69,-21.42,18.6,0.87,1281.15,1334.35,1147.46,-33,9716.T
9763.T,JP,JPY,1313.0,0.08,-4.35,-12.29,-16.32,19.96,41.05,1636.07,930.9,-19.75,29.8,0.68,1381.45,1479.54,1256.9,-33,9763.T
7022.T,JP,JPY,318.0,-0.31,17.11,-14.86,10.71,22.41,49.49,520.55,209.79,-38.91,35.3,1.2,330.5,373.28,298.31,-33,7022.T
9708.T,JP,JPY,1234.0,-2.83,0.14,-24.76,-11.53,17.1,38.11,1640.0,893.52,-24.76,6.6,1.0,1472.5,1464.91,1193.54,-33,9708.T
4594.T,JP,JPY,60.0,-3.23,22.45,-23.08,-7.69,-9.09,46.34,100.0,39.0,-40.0,42.1,0.34,65.25,68.06,65.86,-33,4594.T
4664.T,JP,JPY,865.0,-2.92,-30.74,-13.93,-19.15,34.71,57.05,1505.53,504.06,-42.55,46.8,0.5,896.8,921.32,818.77,-33,4664.T
5021.T,JP,JPY,3943.0,-1.94,-4.87,-12.28,-11.61,14.88,43.3,4843.03,2751.5,-18.58,16.1,1.22,4358.15,4452.22,3872.92,-33,5021.T
3659.T,JP,JPY,2654.5,-1.94,-33.59,-11.06,-39.96,-15.87,20.52,4421.0,2189.28,-39.96,51.4,0.64,2734.8,2948.04,3289.13,-35,3659.T
2379.T,JP,JPY,1827.0,1.22,-14.53,-11.87,-11.75,-11.87,-5.93,2398.11,1805.0,-23.81,21.8,0.8,1977.45,1998.56,2134.41,-35,2379.T
1826.T,JP,JPY,1025.0,-1.63,-8.65,-10.25,-11.57,-2.37,-1.29,1218.01,987.14,-15.85,32.6,0.75,1066.45,1133.21,1116.42,-35,1826.T
2296.T,JP,JPY,5260.0,-0.38,-6.22,-11.37,-11.37,-3.71,24.99,6369.51,4170.75,-17.42,4.7,1.05,5614.5,5876.91,5540.57,-35,2296.T
3205.T,JP,JPY,702.0,-2.36,-38.55,-12.03,-45.67,-26.65,-6.75,1292.04,668.0,-45.67,52.4,0.8,700.7,859.0,976.5,-35,3205.T
8276.T,JP,JPY,2631.0,-1.57,-7.76,-10.75,-10.97,-7.02,1.43,3172.0,2575.21,-17.06,21.7,0.72,2839.75,2905.82,2890.5,-35,8276.T
NKE,US,USD,44.689998626708984,-0.2,-28.91,-14.17,-30.78,-35.03,-20.49,77.81,42.62,-42.57,53.4,0.51,45.65,53.23,64.08,-35,NKE
NOC,US,USD,575.1099853515625,-2.14,-1.49,-16.89,-12.71,-4.37,23.49,768.02,449.08,-25.12,7.5,1.25,663.45,698.9,616.02,-35,NOC
8746.T,JP,JPY,260.0,-2.26,-20.73,-16.4,-49.42,-45.49,-1.52,721.0,255.0,-63.94,43.1,0.71,277.45,306.38,403.24,-35,8746.T
LMT,US,USD,513.4500122070312,-3.08,3.84,-18.15,-11.26,6.56,10.43,676.7,402.57,-24.12,4.9,1.91,599.24,628.0,518.68,-35,LMT
475A.T,JP,JPY,1007.0,-0.79,-5.89,-11.36,-12.51,0.0,-13.71,1205.0,998.0,-16.43,34.2,0.74,1057.2,1085.44,0.0,-35,475A.T
3280.T,JP,JPY,976.0,-0.81,-13.04,-10.38,-13.27,-8.37,8.61,1187.12,886.93,-17.78,26.7,0.28,1031.55,1078.55,1095.22,-35,3280.T
3193.T,JP,JPY,2959.0,-0.77,-12.88,-14.97,-14.01,1.38,5.98,3780.0,2714.24,-21.72,16.4,1.2,3305.05,3435.02,3227.07,-35,3193.T
4882.T,JP,JPY,217.0,-1.81,-4.82,-10.33,-14.9,-29.77,-44.5,466.0,205.0,-53.43,44.3,0.35,230.85,234.68,297.08,-35,4882.T
265A.T,JP,JPY,676.0,-1.02,-30.17,-20.38,-35.74,-38.49,-6.11,1482.0,668.0,-54.39,48.4,0.35,706.85,847.46,1031.79,-35,265A.T
7581.T,JP,JPY,5100.0,-0.78,-6.93,-24.67,-18.66,-5.73,14.84,7150.0,4391.22,-28.67,13.7,0.48,5844.0,6384.8,5667.51,-35,7581.T
9843.T,JP,JPY,2298.5,-0.8,-13.8,-12.42,-12.34,-5.44,-29.34,3476.44,2298.5,-33.88,45.0,0.77,2444.12,2736.05,2673.23,-35,9843.T
1433.T,JP,JPY,1036.0,-0.19,-17.57,-13.74,-21.78,0.47,2.83,1354.0,996.84,-23.49,26.8,0.29,1107.95,1189.2,1147.16,-35,1433.T
3908.T,JP,JPY,338.0,-1.46,18.93,-24.89,13.79,-0.43,17.7,563.49,274.34,-40.02,32.0,0.86,347.6,378.92,347.06,-35,3908.T
3917.T,JP,JPY,459.0,-0.22,-5.36,-22.2,-26.79,-6.9,-17.15,675.0,445.0,-32.0,42.9,0.72,473.45,552.82,523.64,-35,3917.T
2378.T,JP,JPY,990.0,-0.3,-8.1,-10.33,-10.89,-6.9,-5.19,1275.59,989.81,-22.39,28.6,0.94,1036.95,1074.4,1090.78,-35,2378.T
4256.T,JP,JPY,1090.0,-0.73,-21.01,-12.31,-30.13,14.5,9.33,1579.0,856.0,-30.97,55.2,0.22,1093.4,1234.5,1168.59,-35,4256.T
4586.T,JP,JPY,81.0,-2.41,-27.68,-30.77,-31.36,-40.0,22.73,175.0,59.0,-53.71,41.7,0.26,87.95,99.22,108.41,-35,4586.T
3382.T,JP,JPY,1913.0,-1.8,-14.86,-10.04,-12.83,-4.0,-6.67,2348.19,1886.74,-18.53,23.3,0.85,2074.35,2108.48,2069.39,-35,3382.T
9235.T,JP,JPY,566.0,0.18,-11.7,-28.26,-16.52,-49.46,-23.1,1895.0,508.0,-70.13,50.9,0.15,583.95,592.16,964.58,-35,9235.T
339A.T,JP,JPY,1082.0,-3.05,-10.76,-25.02,-26.23,-17.17,-24.36,1524.38,1032.55,-29.02,12.8,1.62,1265.8,1361.71,1289.48,-35,339A.T
3539.T,JP,JPY,1365.0,-1.66,-17.1,-11.94,-21.37,-7.88,11.36,1797.0,1184.45,-24.04,14.4,1.01,1502.5,1586.96,1541.96,-35,3539.T
8518.T,JP,JPY,150.0,-1.32,-27.18,-13.79,-27.54,-41.18,-36.97,277.0,150.0,-45.85,41.7,0.32,154.8,171.0,212.31,-35,8518.T
8247.T,JP,JPY,322.0,-1.23,-16.58,-12.26,-18.27,-17.22,-18.89,408.0,322.0,-21.08,20.5,1.23,345.55,369.78,384.74,-35,8247.T
8931.T,JP,JPY,1385.0,-1.21,-17.46,-17.56,-18.78,-13.47,6.1,1773.0,1305.38,-21.88,11.4,0.38,1546.2,1650.47,1605.66,-35,8931.T
AXON,US,USD,397.1199951171875,1.14,-29.52,-11.84,-34.37,-44.57,-34.23,870.97,345.94,-54.4,46.0,0.71,396.05,456.95,609.42,-35,AXON
APTV,US,USD,60.099998474121094,-0.51,-23.38,-15.29,-21.99,-29.27,7.46,88.67,55.93,-32.22,48.9,0.51,61.12,69.03,76.27,-35,APTV
9245.T,JP,JPY,1980.0,-0.25,-9.13,-11.92,-14.51,-10.13,6.07,2736.86,1652.58,-27.65,11.4,0.48,2074.15,2173.96,2185.66,-35,9245.T
4381.T,JP,JPY,404.0,-0.98,-23.77,-33.22,-30.94,-25.6,-11.01,615.0,397.0,-34.31,55.0,0.5,408.85,494.06,526.71,-35,4381.T
4317.T,JP,JPY,512.0,-2.66,-17.43,-16.61,-24.75,-19.82,24.83,713.41,410.16,-28.23,26.4,1.21,556.7,625.14,606.8,-35,4317.T
EXE,US,USD,96.44000244140625,0.15,-11.66,-13.16,-13.7,-6.72,-5.56,122.22,92.08,-21.09,26.2,0.6,100.52,103.99,104.41,-35,EXE
6147.T,JP,JPY,275.0,-2.48,-12.84,-17.42,-14.42,-10.36,-7.73,341.0,275.0,-19.35,19.5,0.32,299.3,315.09,312.6,-35,6147.T
2903.T,JP,JPY,1464.0,-1.88,-13.07,-13.98,-24.8,-7.35,70.45,2026.14,851.04,-27.74,31.3,0.79,1540.35,1719.1,1643.4,-35,2903.T
7921.T,JP,JPY,3440.0,-2.55,-26.5,-10.42,-20.92,-13.43,6.24,4745.0,3070.21,-27.5,7.8,0.88,3727.25,3878.7,4013.29,-35,7921.T
5901.T,JP,JPY,3220.0,-0.19,-15.53,-10.9,-17.59,-3.09,36.29,4070.8,2362.64,-20.9,33.1,0.87,3426.95,3653.38,3508.07,-35,5901.T
3979.T,JP,JPY,328.0,-0.61,-21.09,-12.06,-22.75,-20.9,-17.7,449.39,328.0,-27.01,11.8,0.92,349.75,369.14,399.02,-35,3979.T
5721.T,JP,JPY,96.0,-1.03,-62.2,-15.04,-32.39,-32.87,17.07,422.0,68.0,-77.25,56.1,0.17,101.3,112.04,155.66,-35,5721.T
7679.T,JP,JPY,1740.0,-0.34,-18.08,-10.45,-14.83,-16.01,-10.7,2294.48,1740.0,-24.17,14.6,0.63,1855.5,1949.03,2100.63,-35,7679.T
9663.T,JP,JPY,5230.0,0.0,-14.41,-14.68,-14.54,-15.09,-12.14,6808.92,5230.0,-23.19,24.1,1.0,5520.0,5772.65,6113.08,-35,9663.T
3001.T,JP,JPY,2533.0,-0.59,-11.15,-13.49,-16.95,-4.37,19.68,3165.0,2078.29,-19.97,21.5,1.21,2741.9,2899.7,2790.53,-35,3001.T
3992.T,JP,JPY,453.0,-1.31,-19.54,-10.83,-21.35,-16.73,3.18,603.68,432.18,-24.96,28.3,0.87,469.75,505.58,527.19,-35,3992.T
2901.T,JP,JPY,196.0,7.69,-56.15,-44.79,-52.31,-70.7,-70.37,730.0,182.0,-73.15,19.1,1.95,297.35,345.48,515.91,-37,2901.T
CHTR,US,USD,180.1300048828125,-25.5,-13.93,-17.56,-7.05,-26.15,-51.79,427.25,180.13,-57.84,34.1,5.18,224.26,225.0,241.55,-38,CHTR
6330.T,JP,JPY,2329.0,-4.16,-29.64,-12.58,-57.5,13.61,246.06,7370.0,639.0,-68.4,56.8,0.36,2444.1,2900.54,2635.8,-38,6330.T
BSX,US,USD,62.06999969482422,-5.51,-34.46,-11.54,-33.65,-39.38,-39.09,108.14,59.52,-42.6,48.8,0.78,63.11,68.69,91.14,-38,BSX
6167.T,JP,JPY,1000.0,-0.79,15.88,-13.04,-2.38,21.45,48.46,1516.26,665.84,-34.05,29.7,0.58,1071.35,1143.03,923.06,-38,6167.T
1447.T,JP,JPY,304.0,-0.65,13.4,-26.12,-7.15,25.95,8.98,460.96,227.51,-34.05,14.7,0.21,355.9,381.86,297.67,-38,1447.T
4446.T,JP,JPY,713.0,-6.68,-27.1,-15.82,-38.96,-28.12,80.51,1595.0,332.0,-55.3,49.4,0.85,749.5,937.42,818.43,-38,4446.T
9959.T,JP,JPY,848.0,0.12,10.34,-17.91,8.79,22.67,25.53,1238.02,619.89,-31.5,9.0,0.58,913.95,1001.8,777.6,-38,9959.T
9271.T,JP,JPY,866.0,-4.2,1.41,-11.99,-5.04,-6.18,98.62,1270.0,434.0,-31.81,38.8,1.63,934.75,1031.66,850.12,-38,9271.T
504A.T,JP,JPY,646.0,-1.67,-38.48,-24.8,0.0,0.0,-38.48,1073.0,646.0,-39.79,26.7,0.91,755.05,0.0,0.0,-40,504A.T
3137.T,JP,JPY,212.0,-1.85,-5.36,-17.51,-7.42,-1.85,-37.37,338.5,190.0,-37.37,19.3,0.22,241.5,241.08,226.75,-40,3137.T
