ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma20,ma50,ma200,score,name
3901.T,JP,JPY,1516.0,0.4,-0.26,-1.81,-2.45,-20.66,-30.22,2252.85,1464.0,-32.71,39.5,1.29,1537.5,1564.18,1738.86,-20,3901.T
3647.T,JP,JPY,132.0,-0.75,10.92,-5.71,5.6,-4.35,17.86,192.0,110.0,-31.25,20.0,0.64,140.45,144.0,140.29,-20,3647.T
4839.T,JP,JPY,1242.0,0.32,-13.08,-4.24,-13.5,-10.2,21.83,1784.72,975.44,-30.41,39.3,4.54,1268.3,1274.55,1386.41,-20,4839.T
6537.T,JP,JPY,357.0,-2.19,-14.8,-1.11,-3.25,-12.07,-6.05,530.0,297.0,-32.64,37.9,1.01,362.2,376.56,392.77,-20,6537.T
NFLX,US,USD,92.44000244140625,-0.41,1.59,-0.94,7.86,-16.99,-16.08,133.91,75.86,-30.97,37.4,0.71,98.36,93.14,104.99,-20,NFLX
4979.T,JP,JPY,2567.0,3.47,20.07,-12.78,18.13,15.43,30.07,3065.0,1909.07,-16.25,28.3,0.67,2732.75,2622.0,2338.11,-20,4979.T
2471.T,JP,JPY,240.0,-1.64,-9.77,-5.14,-8.75,-20.07,-14.58,347.59,240.0,-30.95,24.3,0.98,255.3,253.96,285.55,-20,2471.T
9812.T,JP,JPY,258.0,0.0,-0.39,0.0,-4.8,-14.0,-25.57,463.49,248.0,-44.34,40.0,0.32,259.55,265.54,287.75,-20,9812.T
6612.T,JP,JPY,602.0,-0.17,-11.21,-2.11,-5.05,-26.76,-29.92,969.0,602.0,-37.87,29.0,0.59,609.4,618.72,738.66,-20,6612.T
6030.T,JP,JPY,1620.0,-1.52,2.02,-5.7,-8.32,-40.13,-57.54,3955.0,1588.0,-59.04,35.2,1.13,1699.15,1768.66,2320.77,-20,6030.T
3237.T,JP,JPY,64.0,-1.54,-3.03,1.59,-4.48,-14.67,-26.44,102.0,53.0,-37.25,29.2,0.07,65.45,64.78,72.77,-20,3237.T
9341.T,JP,JPY,553.0,-0.54,-1.02,-3.32,-5.21,-1.69,-39.94,967.27,529.24,-42.83,18.3,0.67,570.45,569.65,592.98,-20,9341.T
4577.T,JP,JPY,1289.0,-0.92,-5.22,-12.25,-5.91,6.43,30.84,1500.0,958.11,-14.07,10.7,0.69,1390.9,1426.52,1285.38,-20,4577.T
8225.T,JP,JPY,3350.0,-0.3,-7.04,-10.55,-7.04,-13.04,14.99,4285.57,2913.21,-21.83,47.4,0.76,3443.5,3608.23,3663.16,-20,8225.T
9348.T,JP,JPY,476.0,-1.24,1.71,-15.9,-13.45,-3.05,-45.91,1411.0,409.0,-66.27,63.1,0.33,473.8,534.68,520.02,-20,9348.T
3927.T,JP,JPY,1030.0,0.39,28.68,-17.86,17.38,33.97,62.1,1254.0,635.4,-17.86,34.7,0.22,1085.9,1026.95,877.23,-20,3927.T
2325.T,JP,JPY,4605.0,-0.22,-8.99,-2.02,-8.08,-15.06,17.81,6608.38,3820.59,-30.32,31.4,0.58,4711.0,4655.3,5210.68,-20,2325.T
1787.T,JP,JPY,5480.0,0.0,0.97,-13.43,-2.48,9.29,15.14,6330.0,4759.51,-13.43,28.3,0.7,5734.5,5903.72,5373.4,-20,1787.T
2291.T,JP,JPY,594.0,-0.5,-3.88,-2.78,-7.62,-27.83,-42.55,1106.0,589.0,-46.29,17.6,1.3,603.8,614.98,786.5,-20,2291.T
3091.T,JP,JPY,4115.0,-1.56,9.01,-10.25,5.78,7.15,16.43,4585.0,3402.05,-10.25,18.7,1.07,4415.0,4277.7,3933.07,-20,3091.T
4178.T,JP,JPY,550.0,0.0,-13.93,1.85,-9.54,-22.54,-36.71,929.0,535.0,-40.8,28.3,0.06,549.9,558.52,673.23,-20,4178.T
4031.T,JP,JPY,1237.0,5.19,34.14,-20.71,27.84,27.45,41.73,1770.0,845.16,-30.11,29.7,0.31,1312.25,1182.75,1006.71,-20,4031.T
3088.T,JP,JPY,2291.0,-0.46,-14.76,-7.04,-8.71,-20.15,-8.05,3327.24,2291.0,-31.14,0.0,0.95,2459.35,2476.22,2780.84,-20,3088.T
5461.T,JP,JPY,2242.0,-0.04,2.59,-11.28,-0.18,9.25,7.7,2550.0,1904.49,-12.08,18.9,0.58,2409.3,2343.61,2163.96,-20,5461.T
7040.T,JP,JPY,991.0,-0.6,5.25,-10.8,-2.31,6.36,11.22,1111.0,873.63,-10.8,19.6,0.91,1021.05,1039.09,960.92,-20,7040.T
4052.T,JP,JPY,291.0,-0.68,-1.69,-6.13,-0.68,-11.82,-20.49,439.0,281.0,-33.71,33.3,0.33,297.85,302.16,324.31,-20,4052.T
2533.T,JP,JPY,415.0,-2.81,-16.5,-6.53,-18.31,-22.34,-6.39,622.44,415.0,-33.33,35.8,3.07,432.9,442.68,517.03,-20,2533.T
9733.T,JP,JPY,2311.0,-1.45,-4.96,-14.18,-9.44,24.48,31.17,2694.89,1736.29,-14.25,21.7,0.43,2450.8,2554.67,2194.75,-20,9733.T
9009.T,JP,JPY,1146.0,-0.99,-9.6,-6.37,-8.89,-13.0,-18.06,1656.6,1146.0,-30.82,28.0,0.73,1199.3,1242.61,1274.21,-20,9009.T
4507.T,JP,JPY,3110.0,0.52,9.58,-10.68,-0.33,28.38,33.3,3629.6,2140.85,-14.32,11.0,0.87,3373.75,3423.52,2842.85,-20,4507.T
7831.T,JP,JPY,85.0,-1.16,-2.3,-4.49,-5.56,-9.4,-27.52,123.14,78.0,-30.97,33.3,0.28,88.1,90.22,97.99,-20,7831.T
2776.T,JP,JPY,119.0,0.0,-2.46,-6.3,-9.85,-11.19,-0.83,173.0,112.0,-31.21,35.7,0.77,123.9,129.78,134.17,-20,2776.T
3349.T,JP,JPY,6090.0,-1.79,-21.25,-8.65,-9.48,-18.36,-28.98,9940.41,6090.0,-38.73,23.2,0.68,6506.05,6724.38,7813.62,-20,3349.T
2330.T,JP,JPY,107.0,-0.93,-35.15,-6.14,-38.86,-50.46,-24.11,292.0,107.0,-63.36,40.0,2.23,110.9,117.62,179.59,-20,2330.T
5923.T,JP,JPY,1162.0,1.04,2.05,-12.96,-2.89,0.49,21.31,1338.93,957.9,-13.21,27.8,0.12,1236.95,1273.3,1152.9,-20,5923.T
8946.T,JP,JPY,84.0,-2.33,7.69,-7.69,5.0,-19.23,-1.18,122.0,74.0,-31.15,30.8,0.81,86.9,90.36,94.38,-20,8946.T
3547.T,JP,JPY,1822.0,-1.41,-7.61,-5.99,-1.73,-17.57,32.48,2821.21,1362.44,-35.42,31.4,0.89,1930.0,1945.86,2069.72,-20,3547.T
1382.T,JP,JPY,1651.0,-0.24,-8.02,-8.28,-9.83,-20.01,-2.6,3165.0,1651.0,-47.84,30.3,0.41,1729.55,1785.98,1891.33,-20,1382.T
2791.T,JP,JPY,4750.0,1.93,-16.23,-2.86,-7.95,-28.89,-37.94,8281.0,4405.0,-42.64,38.0,0.69,4825.0,5048.7,6209.38,-20,2791.T
7815.T,JP,JPY,357.0,0.28,-5.8,-5.8,-5.56,-41.48,-39.8,639.0,354.0,-44.13,34.7,0.1,367.5,377.54,497.56,-20,7815.T
9684.T,JP,JPY,2488.0,-0.78,-12.72,-0.96,-9.14,-19.62,6.64,3738.19,2325.29,-33.44,36.6,0.83,2568.25,2545.94,2971.44,-20,9684.T
6190.T,JP,JPY,440.0,0.92,-8.33,-7.37,-8.14,-23.88,34.56,678.0,319.0,-35.1,29.7,1.31,450.45,462.26,458.93,-20,6190.T
7832.T,JP,JPY,3744.0,-0.69,-10.14,-5.74,-7.69,-20.69,-20.6,5555.7,3744.0,-32.61,32.8,0.81,3905.45,4006.27,4439.6,-20,7832.T
3486.T,JP,JPY,1925.0,-1.23,-7.45,-8.98,-8.42,-28.1,6.21,2863.22,1767.24,-32.77,34.0,1.23,2004.6,2159.2,2257.61,-20,3486.T
2929.T,JP,JPY,653.0,-0.76,-0.08,-7.11,-3.28,-19.14,-24.73,1022.5,572.0,-36.14,23.6,0.68,685.5,656.4,756.7,-20,2929.T
7111.T,JP,JPY,420.0,-2.78,-19.54,-4.98,-20.15,-31.6,-39.13,1155.0,420.0,-63.64,7.5,2.07,446.75,468.22,647.11,-20,7111.T
9991.T,JP,JPY,1630.0,-0.67,12.79,-10.24,7.41,19.33,53.02,1889.38,1065.21,-13.73,30.4,0.83,1714.85,1755.03,1462.4,-20,9991.T
4570.T,JP,JPY,1398.0,-4.44,-28.88,-0.07,-9.07,200.0,210.62,3803.69,450.07,-63.25,34.6,0.97,1447.4,1503.42,1087.64,-21,4570.T
7918.T,JP,JPY,108.0,0.0,0.0,-12.9,-0.92,-4.42,-0.92,125.0,103.0,-13.6,20.0,0.45,110.25,113.94,113.22,-22,7918.T
9262.T,JP,JPY,805.0,-2.54,1.51,-12.02,-1.59,-6.5,12.24,917.0,697.67,-12.21,26.0,1.17,857.6,844.68,816.73,-22,9262.T
4299.T,JP,JPY,1175.0,-2.16,-8.41,-12.18,-9.73,-3.07,0.43,1354.71,1119.81,-13.27,31.4,1.12,1214.35,1256.18,1221.1,-22,4299.T
7554.T,JP,JPY,1079.0,-1.01,-4.39,-10.08,-5.64,2.06,4.41,1233.72,1002.64,-12.54,26.8,0.69,1126.6,1164.09,1098.66,-22,7554.T
4933.T,JP,JPY,1048.0,-0.47,-20.0,-8.39,-23.11,-20.69,-33.61,1731.95,1032.0,-39.49,22.6,1.98,1137.9,1121.24,1367.93,-22,4933.T
4587.T,JP,JPY,1158.0,2.93,-28.56,-3.22,-31.94,-29.95,-40.03,2018.5,1125.0,-42.63,35.0,0.85,1202.55,1303.38,1543.25,-22,4587.T
7369.T,JP,JPY,500.0,-1.77,-14.38,-4.21,-14.97,-26.9,-25.15,831.0,500.0,-39.83,29.0,1.95,524.25,535.22,640.65,-22,7369.T
4583.T,JP,JPY,100.0,-0.99,-6.54,-4.76,-12.28,-25.93,-23.08,165.0,100.0,-39.39,36.4,1.64,103.0,106.78,123.16,-22,4583.T
1780.T,JP,JPY,1443.0,-0.48,-3.05,-11.36,-2.8,1.25,20.39,1661.65,1176.04,-13.16,35.5,0.52,1494.85,1565.3,1446.46,-22,1780.T
9418.T,JP,JPY,1563.0,-2.5,-21.09,-5.22,-16.52,-23.74,-21.84,2295.09,1563.0,-31.9,30.1,1.56,1642.9,1718.9,1960.72,-22,9418.T
6615.T,JP,JPY,290.0,-0.34,-13.07,-6.15,-17.22,7.95,13.52,428.07,255.47,-32.25,39.1,1.79,300.55,313.08,301.44,-22,6615.T
1419.T,JP,JPY,3545.0,-1.25,-1.66,-12.36,-4.58,0.14,-5.19,4075.0,3225.0,-13.01,24.6,0.53,3807.5,3884.8,3689.32,-22,1419.T
4270.T,JP,JPY,1893.0,2.99,-23.02,-3.81,-18.15,-23.02,-20.5,2723.88,1838.0,-30.5,39.0,1.5,1946.2,2017.17,2308.44,-22,4270.T
6040.T,JP,JPY,433.0,-1.59,-9.71,-7.28,-17.75,-17.44,7.45,628.15,402.98,-31.07,34.1,1.67,458.35,462.04,512.51,-22,6040.T
9616.T,JP,JPY,2359.0,-2.58,-17.24,-4.84,-18.32,-20.08,-18.85,3715.81,2359.0,-36.51,31.1,1.72,2515.07,2536.07,2961.84,-22,9616.T
7743.T,JP,JPY,534.0,0.38,-5.5,-12.46,-7.27,-0.7,16.41,622.0,425.54,-14.15,19.7,0.52,589.0,564.8,540.7,-22,7743.T
4316.T,JP,JPY,220.0,-3.51,-80.55,-70.78,-78.2,-82.4,-38.72,2081.0,161.0,-89.43,60.7,0.1,280.35,792.12,982.28,-23,4316.T
8046.T,JP,JPY,932.0,-2.0,16.42,-11.24,13.41,29.22,74.57,1135.08,533.9,-17.89,28.2,1.47,1007.45,1027.89,808.82,-23,8046.T
8747.T,JP,JPY,2645.0,-0.94,15.35,-15.76,11.13,42.9,65.31,3425.0,1468.0,-22.77,38.3,0.6,2780.9,3027.74,2150.43,-23,8747.T
7280.T,JP,JPY,1136.0,-1.73,8.56,-6.19,-15.61,22.43,44.39,1718.52,758.34,-33.9,34.7,0.96,1199.7,1263.23,1046.38,-23,7280.T
6307.T,JP,JPY,520.0,-1.52,-9.07,-8.45,-10.3,33.43,40.46,749.21,370.22,-30.59,39.8,0.28,540.5,607.99,505.16,-23,6307.T
9130.T,JP,JPY,1661.0,1.16,60.01,-28.41,46.19,59.86,80.02,2576.79,903.22,-35.54,32.6,0.26,1803.55,1745.19,1223.64,-23,9130.T
4902.T,JP,JPY,493.79998779296875,-10.64,-27.81,-5.57,-29.67,-6.66,16.45,724.57,422.2,-31.85,38.1,3.06,564.01,550.21,566.33,-23,4902.T
4531.T,JP,JPY,356.0,-1.39,9.94,-9.87,-25.81,30.83,46.59,549.1,242.85,-35.17,29.3,1.39,382.0,413.21,326.0,-23,4531.T
4784.T,JP,JPY,680.0,-3.13,-27.51,-1.45,-16.36,-33.57,-72.21,3312.83,626.76,-79.47,22.7,2.12,729.5,734.12,1020.67,-23,4784.T
288A.T,JP,JPY,111.0,-4.31,-15.27,-6.72,-19.57,-30.19,-36.21,252.0,111.0,-55.95,31.2,3.57,116.75,120.68,147.24,-23,288A.T
6031.T,JP,JPY,278.0,-2.11,-8.55,-4.47,-15.24,-22.3,-11.3,436.63,248.0,-36.33,25.0,0.77,286.6,278.46,335.22,-25,6031.T
8798.T,JP,JPY,178.0,-0.56,-31.27,-9.18,-14.83,-34.07,-40.27,436.0,157.0,-59.17,20.9,0.23,188.8,199.62,249.21,-25,8798.T
6638.T,JP,JPY,1503.0,-1.18,-7.26,-5.71,-14.0,-10.62,11.52,2147.75,1347.68,-30.02,32.1,0.58,1581.9,1673.18,1713.45,-25,6638.T
4575.T,JP,JPY,698.0,-1.13,-14.77,-6.56,-23.21,-32.88,-31.64,1451.0,687.0,-51.9,31.3,1.29,740.15,780.6,925.91,-25,4575.T
ALNY,US,USD,305.5400085449219,-2.63,-23.65,-6.89,-15.44,-34.15,21.46,491.22,251.15,-37.8,36.2,0.79,320.86,321.86,393.25,-25,ALNY
3807.T,JP,JPY,109.0,-0.91,-8.4,-2.68,-15.5,-19.85,-13.49,224.0,105.0,-51.34,38.9,0.6,111.25,112.3,131.48,-25,3807.T
3850.T,JP,JPY,2694.0,0.37,-26.55,-8.62,-31.08,-25.25,8.03,4213.54,2493.71,-36.06,33.9,0.87,2828.5,2989.45,3577.22,-25,3850.T
3261.T,JP,JPY,459.0,0.88,-20.86,-3.97,-17.74,-57.88,-58.18,1187.47,455.0,-61.35,32.6,0.94,473.6,487.66,854.43,-25,3261.T
ERIE,US,USD,233.6199951171875,-6.14,-14.98,-3.41,-16.25,-27.48,-34.18,366.8,233.62,-36.31,37.5,1.81,248.83,253.8,295.69,-25,ERIE
2413.T,JP,JPY,1500.5,1.45,-27.6,-7.66,-25.2,-31.33,-15.51,2737.5,1479.0,-45.19,30.8,0.85,1591.95,1610.23,2018.31,-25,2413.T
4849.T,JP,JPY,1101.0,0.0,-26.4,-1.87,-25.72,-28.96,-29.63,1776.01,1077.94,-38.01,30.2,1.12,1135.8,1153.8,1467.26,-25,4849.T
IP,US,USD,32.650001525878906,-2.65,-18.07,-9.68,-23.31,-32.01,-28.12,53.93,32.65,-39.46,38.5,0.95,35.56,38.74,42.31,-25,IP
7352.T,JP,JPY,490.0,-2.0,-38.36,-7.02,-35.01,-35.44,-52.35,1103.39,490.0,-55.59,38.4,0.81,547.4,554.58,744.12,-25,7352.T
3323.T,JP,JPY,85.0,0.0,0.0,-2.3,-23.42,-20.56,26.01,161.7,67.46,-47.43,27.3,0.58,88.7,92.3,95.77,-25,3323.T
442A.T,JP,JPY,1332.0,-2.2,-37.32,-6.53,-36.57,0.0,-62.11,3515.0,1332.0,-62.11,31.7,1.17,1387.0,1438.9,0.0,-25,442A.T
9828.T,JP,JPY,2762.0,-1.6,-10.27,-5.05,-11.26,-10.84,-14.7,4123.48,2762.0,-33.02,34.2,1.33,2852.9,2879.86,3161.08,-25,9828.T
6620.T,JP,JPY,618.0,-2.68,-24.54,-7.21,-27.38,-32.16,-50.04,1622.0,550.0,-61.9,25.8,0.65,659.15,695.18,912.0,-25,6620.T
6867.T,JP,JPY,415.0,-0.48,-15.4,-1.66,-14.22,-13.53,6.9,627.69,386.27,-33.88,39.2,0.29,416.2,423.1,476.16,-25,6867.T
410A.T,JP,JPY,1138.0,-3.07,-13.0,0.8,-12.26,-18.68,-33.83,1719.76,997.0,-33.83,30.6,0.61,1198.55,1126.08,0.0,-25,410A.T
9438.T,JP,JPY,602.0,-1.79,-14.5,-6.52,-18.81,-22.71,-21.44,913.14,602.0,-34.07,37.0,1.07,618.8,645.13,750.53,-25,9438.T
9467.T,JP,JPY,1116.0,-0.89,-28.69,-4.62,-27.37,-20.58,-8.96,1650.15,1116.0,-32.37,28.3,1.1,1166.25,1224.98,1430.25,-25,9467.T
4811.T,JP,JPY,778.0,-2.75,-36.54,-2.14,-36.28,-39.24,-2.96,1549.56,745.0,-49.79,32.9,0.58,804.45,804.24,1159.01,-25,4811.T
LULU,US,USD,143.8000030517578,1.51,-31.79,-5.01,-25.41,-19.69,-46.32,335.19,141.66,-57.1,38.9,1.41,157.85,165.49,183.07,-25,LULU
4880.T,JP,JPY,368.0,1.1,-8.0,-5.15,-13.0,-29.47,-42.28,728.68,363.0,-49.5,36.4,1.3,389.5,390.78,501.38,-25,4880.T
6572.T,JP,JPY,218.0,-1.36,-26.06,-3.96,-18.18,-30.88,-29.12,406.49,214.0,-46.37,34.0,0.38,223.65,227.71,307.16,-25,6572.T
4914.T,JP,JPY,1143.0,-0.61,-19.98,-4.11,-25.01,-23.84,-7.39,1663.66,1143.0,-31.3,21.2,1.23,1207.05,1249.08,1425.44,-25,4914.T
MOS,US,USD,24.0,-1.15,-3.27,-4.0,-14.57,-17.62,-15.07,36.9,23.19,-34.96,28.5,0.86,25.02,26.48,28.61,-25,MOS
5011.T,JP,JPY,2044.0,0.0,-14.72,-3.58,-16.3,-18.2,-15.39,3002.86,2044.0,-31.93,25.3,0.78,2128.8,2197.37,2440.32,-25,5011.T
6538.T,JP,JPY,233.0,0.0,-33.22,-5.28,-33.78,-28.39,57.4,375.37,145.11,-37.93,39.6,1.16,242.45,265.61,291.42,-25,6538.T
5034.T,JP,JPY,2365.0,1.2,-6.23,-5.48,-14.62,-31.45,25.8,4145.0,1855.0,-42.94,39.9,0.86,2435.45,2455.26,2868.85,-25,5034.T
248A.T,JP,JPY,991.0,-0.5,-45.49,-1.39,-47.48,-51.63,-27.35,2238.0,991.0,-55.72,39.6,0.92,1019.7,1103.34,1697.9,-25,248A.T
2484.T,JP,JPY,120.0,-1.64,-9.09,-8.4,-14.29,-26.38,-43.93,249.0,118.0,-51.81,31.0,0.73,125.65,131.0,154.59,-25,2484.T
4113.T,JP,JPY,893.0,-0.78,-28.9,-5.1,-39.81,-29.51,-8.27,1496.38,893.0,-40.32,28.1,0.72,935.85,995.75,1201.2,-25,4113.T
4751.T,JP,JPY,1266.0,-1.4,-6.84,-8.33,-13.97,-21.85,10.35,1809.81,1147.29,-30.05,37.6,1.11,1323.12,1336.9,1485.5,-25,4751.T
4718.T,JP,JPY,1936.0,-1.38,-12.9,-4.68,-11.61,-19.52,-9.96,2885.28,1936.0,-32.9,35.7,0.82,2003.25,2002.13,2322.72,-25,4718.T
6753.T,JP,JPY,555.0,-6.34,-30.21,-5.52,-23.97,-35.47,-33.05,937.4,555.0,-40.79,21.7,1.86,603.7,612.15,746.2,-25,6753.T
ADP,US,USD,196.52999877929688,-1.01,-21.64,-3.9,-23.25,-29.17,-30.95,318.79,188.79,-38.35,39.3,1.12,199.95,206.79,255.93,-25,ADP
9259.T,JP,JPY,911.0,-2.77,19.87,-17.56,9.36,23.27,58.13,1159.0,563.64,-21.4,24.6,1.88,1019.35,996.0,804.41,-25,9259.T
2216.T,JP,JPY,1154.0,-0.17,-30.69,-2.7,-32.04,-34.56,-6.79,2409.6,1141.0,-52.11,33.8,0.75,1190.55,1251.98,1627.48,-25,2216.T
4617.T,JP,JPY,3240.0,-1.52,-26.7,-6.95,-28.29,-13.08,69.41,4675.41,1912.56,-30.7,37.5,0.51,3349.0,3711.88,3737.16,-25,4617.T
ACN,US,USD,178.36000061035156,0.04,-30.8,-8.42,-35.92,-28.0,-38.39,318.9,178.28,-44.07,33.8,0.75,191.67,198.92,241.09,-25,ACN
8166.T,JP,JPY,77.0,0.0,-8.33,-1.28,-11.49,-23.76,-28.04,116.0,77.0,-33.62,33.3,0.51,78.65,80.2,92.61,-25,8166.T
2588.T,JP,JPY,3475.0,-2.11,6.28,-12.25,5.17,3.78,24.49,4270.69,2741.95,-18.63,33.3,1.86,3687.75,3823.09,3406.93,-25,2588.T
9501.T,JP,JPY,584.7000122070312,-0.02,-18.57,-7.95,-15.01,-27.94,35.98,934.1,371.2,-37.4,36.3,0.77,632.87,647.48,679.11,-25,9501.T
CTSH,US,USD,55.11000061035156,0.02,-31.85,-9.3,-35.3,-18.22,-22.28,86.26,55.1,-36.11,26.5,1.14,60.02,61.85,71.11,-25,CTSH
2157.T,JP,JPY,1004.0,-0.89,-16.03,-7.55,-14.19,-17.93,0.08,1467.65,980.65,-31.59,25.4,0.71,1069.95,1093.22,1211.01,-25,2157.T
423A.T,JP,JPY,308.0,-0.32,-8.51,-4.35,-13.52,-5.21,-30.47,442.99,275.16,-30.47,28.0,0.9,315.6,322.52,0.0,-25,423A.T
5138.T,JP,JPY,599.0,-0.33,-32.01,-2.28,-29.36,-50.25,-55.56,1585.0,575.0,-62.21,31.3,0.91,610.0,626.16,978.82,-25,5138.T
5139.T,JP,JPY,880.0,-1.68,-17.14,0.69,-20.65,-20.43,6.41,1293.0,827.0,-31.94,39.5,1.37,918.65,920.6,1045.2,-25,5139.T
6417.T,JP,JPY,1874.5,-2.06,-24.43,-4.46,-22.37,-29.27,-7.62,2901.81,1874.5,-35.4,32.2,0.76,1948.78,2023.23,2460.48,-25,6417.T
9145.T,JP,JPY,599.0,-0.83,-31.85,-9.79,-35.94,-32.03,-7.83,1153.6,599.0,-48.08,30.3,0.62,643.05,696.28,848.38,-25,9145.T
9090.T,JP,JPY,886.0,-0.78,-10.17,-0.45,-10.96,-16.02,-29.5,1278.98,853.65,-30.73,35.5,0.55,897.25,906.4,1015.46,-25,9090.T
9162.T,JP,JPY,247.0,-2.37,-14.24,-2.76,-20.32,-26.27,-32.51,403.0,236.0,-38.71,26.5,1.31,258.75,257.9,314.38,-25,9162.T
PTC,US,USD,137.1699981689453,0.99,-19.36,-4.75,-17.25,-32.98,-10.95,216.53,133.44,-36.65,36.6,1.22,139.39,148.66,179.32,-25,PTC
167A.T,JP,JPY,2729.0,0.26,-10.57,-12.39,-13.21,-5.06,22.31,3374.18,2231.24,-19.12,56.9,0.82,2791.3,3017.4,2904.44,-25,167A.T
5255.T,JP,JPY,100.0,-0.99,-41.18,-2.91,-41.86,-42.2,33.33,329.0,72.0,-69.6,38.1,1.06,104.75,110.52,170.87,-25,5255.T
5134.T,JP,JPY,499.0,-2.92,-10.57,-9.6,-15.85,-48.4,-45.7,1479.0,447.0,-66.26,30.8,0.14,555.2,514.14,828.76,-25,5134.T
143A.T,JP,JPY,722.0,-0.96,-9.75,-3.99,-13.43,-33.64,-24.79,1478.0,722.0,-51.15,30.6,0.76,750.8,766.26,905.16,-25,143A.T
3092.T,JP,JPY,1057.5,-0.7,-15.84,-5.33,-12.41,-17.01,-24.03,1586.35,1057.5,-33.34,25.8,0.89,1102.65,1105.14,1277.67,-25,3092.T
3904.T,JP,JPY,415.0,-1.43,-17.98,-3.04,-23.43,-6.24,0.77,598.0,404.9,-30.6,31.2,1.03,425.3,444.24,470.36,-25,3904.T
3914.T,JP,JPY,2375.0,-0.67,-10.04,-2.22,-13.64,1.32,-19.11,4060.0,2208.0,-41.5,31.4,0.62,2556.55,2496.88,2645.99,-25,3914.T
7803.T,JP,JPY,252.0,-1.18,-13.99,-1.95,-16.28,-16.83,-8.47,382.16,245.0,-34.06,38.9,0.6,258.65,265.48,304.95,-25,7803.T
GIS,US,USD,34.970001220703125,-1.41,-21.13,-1.28,-20.32,-24.76,-34.18,53.69,34.49,-34.87,31.2,0.77,35.69,39.15,44.62,-25,GIS
4428.T,JP,JPY,683.0,-0.73,-11.53,0.29,-13.54,-21.63,-17.14,986.24,656.0,-30.75,39.5,1.17,689.65,700.06,822.71,-25,4428.T
BR,US,USD,155.07000732421875,-0.56,-29.28,-2.98,-25.35,-32.54,-33.63,263.28,151.12,-41.1,39.2,0.55,159.52,170.47,215.13,-25,BR
9238.T,JP,JPY,552.0,0.55,-51.58,-7.54,-54.46,-62.3,-53.64,1984.59,549.0,-72.19,33.3,0.72,579.1,710.92,1265.88,-25,9238.T
9237.T,JP,JPY,706.0,0.14,-18.48,-6.24,-19.5,-36.62,-20.05,1530.0,705.0,-53.86,32.5,1.25,742.4,806.36,1016.32,-25,9237.T
9603.T,JP,JPY,1046.0,-0.85,-20.03,-2.52,-21.82,-20.75,-37.04,1686.07,1023.0,-37.96,39.4,0.97,1078.8,1134.82,1299.98,-25,9603.T
7068.T,JP,JPY,509.0,-1.17,-21.69,-2.68,-21.33,-30.23,3.6,786.0,482.45,-35.24,39.0,1.03,519.35,562.26,611.29,-25,7068.T
4017.T,JP,JPY,219.0,0.46,-13.1,-2.23,-13.78,-18.28,-11.34,319.0,218.0,-31.35,36.0,0.41,222.85,228.66,258.23,-25,4017.T
1997.T,JP,JPY,3850.0,-0.39,-3.63,-10.57,-11.8,17.74,65.73,4430.0,2253.59,-13.09,38.5,0.37,4057.5,4132.6,3576.08,-25,1997.T
4014.T,JP,JPY,401.0,-0.74,-10.69,-3.37,-13.76,-3.37,-4.3,611.0,401.0,-34.37,34.4,1.16,408.05,426.5,461.24,-25,4014.T
5259.T,JP,JPY,983.0,-1.31,-34.47,0.1,-38.21,-37.55,-13.16,1827.0,930.0,-46.2,38.0,1.17,1060.05,1071.42,1399.37,-25,5259.T
5616.T,JP,JPY,783.0,-0.38,-11.02,0.26,-18.52,-24.27,-26.89,1518.0,752.0,-48.42,37.3,0.85,801.5,811.98,993.53,-25,5616.T
299A.T,JP,JPY,914.0,0.0,-20.17,-5.87,-23.26,-37.61,-24.84,2285.0,914.0,-60.0,38.1,0.9,946.9,977.98,1395.24,-25,299A.T
9564.T,JP,JPY,482.0,-1.03,-32.11,-2.82,-29.43,-35.04,-12.87,930.24,474.0,-48.19,35.2,0.34,500.95,514.3,680.14,-25,9564.T
4011.T,JP,JPY,2048.0,-2.01,-27.38,-8.98,-41.49,-43.27,-44.65,4385.0,2048.0,-53.3,28.3,1.18,2274.45,2468.68,3196.55,-25,4011.T
CAG,US,USD,14.170000076293945,-1.67,-16.48,-6.78,-20.12,-20.16,-37.69,23.32,14.09,-39.22,25.8,0.8,15.05,16.62,17.43,-25,CAG
6200.T,JP,JPY,677.0,0.59,-20.63,-3.29,-18.53,-25.85,-18.64,1006.46,673.0,-32.73,36.3,1.34,691.95,701.86,840.34,-25,6200.T
5891.T,JP,JPY,1438.0,-0.14,-11.18,-5.02,-11.01,-21.19,-18.59,2101.79,1438.0,-31.58,29.1,0.73,1485.6,1527.52,1704.71,-25,5891.T
2936.T,JP,JPY,315.0,-0.32,-1.56,-3.67,-22.22,-6.25,-29.53,527.0,298.0,-40.23,35.7,0.21,323.9,336.56,388.69,-25,2936.T
7064.T,JP,JPY,888.0,0.79,-32.37,-1.33,-26.97,-13.03,-3.22,1450.0,855.0,-38.76,39.6,0.26,903.35,1048.48,1163.4,-25,7064.T
